Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,SOUTHWEST,70,OTTAWA,139,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,278,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,SOUTHWEST,70,VAN BUREN,159,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"9,855",
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,SOUTHWEST,70,VAN BUREN,159,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,19,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,SOUTHWEST,70,VAN BUREN,159,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,"1,649",
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,ALGER,3,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,ALGER,3,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,7,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,ALGER,3,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,BARAGA,13,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"3,480",
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,BARAGA,13,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,6,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,BARAGA,13,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,476,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,CHIPPEWA,33,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"30,100",
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,CHIPPEWA,33,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,16,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,CHIPPEWA,33,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,"5,239",
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,DELTA,41,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"6,230",
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,DELTA,41,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,9,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,DELTA,41,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,881,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,DICKINSON,43,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,DICKINSON,43,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,2,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,DICKINSON,43,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,GOGEBIC,53,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,GOGEBIC,53,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,2,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,GOGEBIC,53,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,HOUGHTON,61,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,HOUGHTON,61,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,4,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,HOUGHTON,61,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,IRON,71,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,IRON,71,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,3,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,IRON,71,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MACKINAC,97,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"6,100",
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MACKINAC,97,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,5,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MACKINAC,97,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,742,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MARQUETTE,103,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"1,410",
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MARQUETTE,103,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,7,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MARQUETTE,103,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,147,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MENOMINEE,109,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"17,107",
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MENOMINEE,109,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,16,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MENOMINEE,109,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,"2,426",
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,ONTONAGON,131,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,ONTONAGON,131,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,2,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,ONTONAGON,131,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,SCHOOLCRAFT,153,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,SCHOOLCRAFT,153,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,4,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,SCHOOLCRAFT,153,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,WEST CENTRAL,40,LAKE,85,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,WEST CENTRAL,40,LAKE,85,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,1,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,WEST CENTRAL,40,LAKE,85,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,WEST CENTRAL,40,MASON,105,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,WEST CENTRAL,40,MASON,105,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,2,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,WEST CENTRAL,40,MASON,105,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,WEST CENTRAL,40,MUSKEGON,121,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,WEST CENTRAL,40,MUSKEGON,121,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,5,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,WEST CENTRAL,40,MUSKEGON,121,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,WEST CENTRAL,40,NEWAYGO,123,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"1,735",
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,WEST CENTRAL,40,NEWAYGO,123,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,9,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,WEST CENTRAL,40,NEWAYGO,123,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,307,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,WEST CENTRAL,40,OCEANA,127,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"6,020",
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,WEST CENTRAL,40,OCEANA,127,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,8,
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,WEST CENTRAL,40,OCEANA,127,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,706,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,BENTON,9,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,86,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,BENTON,9,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,3,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,BENTON,9,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,CARVER,19,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,848,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,CARVER,19,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,9,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,CARVER,19,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,145,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,MORRISON,97,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,800,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,MORRISON,97,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,7,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,MORRISON,97,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,150,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,RENVILLE,129,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,RENVILLE,129,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,2,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,RENVILLE,129,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,SCOTT,139,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,SCOTT,139,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,2,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,SCOTT,139,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,SHERBURNE,141,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,SHERBURNE,141,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,1,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,SHERBURNE,141,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,SIBLEY,143,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,SIBLEY,143,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,1,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,SIBLEY,143,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,STEARNS,145,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"2,655",
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,STEARNS,145,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,8,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,STEARNS,145,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,470,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,TODD,153,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"2,350",
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,TODD,153,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,9,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,TODD,153,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,504,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,WRIGHT,171,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"1,606",
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,WRIGHT,171,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,9,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,WRIGHT,171,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,222,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,AITKIN,1,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"7,033",
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,AITKIN,1,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,18,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,AITKIN,1,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,888,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,ANOKA,3,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"2,105",
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,ANOKA,3,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,5,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,ANOKA,3,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,215,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CARLTON,17,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,700,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CARLTON,17,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,8,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CARLTON,17,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,108,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CHISAGO,25,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"7,455",
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CHISAGO,25,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,14,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CHISAGO,25,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,"1,565",
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CROW WING,35,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"1,391",
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CROW WING,35,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,7,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CROW WING,35,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,142,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,HENNEPIN,53,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,336,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,HENNEPIN,53,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,8,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,HENNEPIN,53,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,70,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,ISANTI,59,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"1,666",
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,ISANTI,59,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,7,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,ISANTI,59,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,153,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,KANABEC,65,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"2,182",
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,KANABEC,65,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,7,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,KANABEC,65,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,265,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,MILLE LACS,95,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"1,154",
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,MILLE LACS,95,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,10,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,MILLE LACS,95,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,201,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,PINE,115,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,880,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,PINE,115,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,4,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,PINE,115,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,48,
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,WASHINGTON,163,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,WASHINGTON,163,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,8,
